This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
201104,    0.79,    2.05,    1.86,    0.54,    1.79,    2.27,    1.59,    2.14,    0.15,    1.22,    1.77,    1.80,    2.32,    2.22,    1.83,    1.35,    2.04,    2.24
201105,   -2.24,   -1.96,   -1.79,   -2.41,   -2.20,   -1.92,   -1.68,   -1.42,   -2.76,   -1.80,   -1.58,   -2.95,   -2.19,   -1.62,   -0.88,   -2.45,   -1.74,   -1.08
201106,   -3.43,   -1.55,   -1.49,   -3.84,   -1.69,   -1.69,   -1.21,   -1.71,   -4.71,   -2.32,   -1.86,   -1.48,   -1.59,   -1.80,   -1.34,   -1.09,   -1.88,   -1.53
201107,   -2.66,   -2.22,   -2.51,   -2.73,   -2.45,   -2.49,   -1.62,   -2.85,   -2.92,   -2.35,   -2.40,   -2.51,   -2.89,   -2.09,   -1.24,   -1.96,   -2.74,   -2.96
201108,  -10.64,   -7.78,   -8.18,  -11.15,   -8.24,   -7.78,   -7.42,   -8.70,  -12.47,   -8.61,   -8.47,   -8.00,   -7.92,   -7.64,   -7.51,   -7.34,   -8.68,   -8.73
201109,  -11.23,   -9.93,  -10.21,  -11.46,  -10.28,   -9.38,  -10.16,  -10.58,  -12.09,  -10.25,  -10.28,  -10.28,   -9.77,   -8.99,  -10.79,   -9.61,   -9.28,  -11.88
201110,   11.11,   12.89,   13.16,   10.56,   13.34,   12.47,   13.21,   13.26,    9.52,   12.57,   13.44,   13.24,   12.51,   12.42,   13.45,   13.01,   14.27,   12.24
201111,   -2.53,   -0.36,   -0.83,   -2.92,   -0.73,   -0.29,    0.08,   -1.60,   -3.94,   -0.99,   -0.89,   -0.55,   -0.54,   -0.04,   -0.32,    0.42,   -1.30,   -1.90
201112,   -0.14,    0.54,    0.20,   -0.39,    1.01,    0.85,   -0.49,    0.36,   -0.70,    0.20,    0.86,    1.17,    1.02,    0.68,   -0.98,   -0.06,    0.04,    0.70
201201,   10.15,    7.34,    7.93,   10.62,    8.07,    6.93,    7.03,    8.81,   11.90,    8.24,    8.24,    7.88,    7.63,    6.25,    7.66,    6.49,    8.93,    8.69
201202,    4.45,    3.32,    3.52,    4.63,    3.40,    3.29,    4.16,    2.87,    5.31,    3.36,    3.71,    3.05,    3.07,    3.52,    3.68,    4.59,    2.69,    3.07
201203,    3.76,    2.86,    2.14,    3.80,    3.25,    2.68,    2.75,    2.03,    4.02,    3.40,    3.57,    2.89,    2.56,    2.80,    3.25,    2.31,    1.73,    2.33
201204,   -1.87,   -0.75,   -1.13,   -2.30,   -0.37,   -0.52,   -1.25,   -1.15,   -2.36,   -2.19,   -0.12,   -0.65,   -0.80,   -0.25,   -1.41,   -1.10,   -0.54,   -1.77
201205,   -7.04,   -6.67,   -6.87,   -7.10,   -6.87,   -6.52,   -5.89,   -7.92,   -7.65,   -6.07,   -6.80,   -6.94,   -6.04,   -6.99,   -6.71,   -5.16,   -7.66,   -8.18
201206,    3.74,    3.61,    4.01,    3.94,    3.45,    3.97,    3.26,    3.91,    3.71,    4.39,    2.89,    4.05,    3.45,    4.48,    2.25,    4.17,    4.15,    3.66
201207,   -1.19,   -0.42,   -1.24,   -1.33,   -0.87,   -0.67,    0.27,   -1.66,   -1.12,   -1.73,   -0.67,   -1.09,   -0.37,   -1.03,    1.02,   -0.50,   -0.83,   -2.44
201208,    2.55,    3.02,    2.82,    2.64,    2.82,    2.83,    2.64,    3.04,    2.19,    3.53,    2.17,    3.51,    3.07,    2.53,    2.84,    2.44,    3.74,    2.37
201209,    4.39,    3.49,    2.90,    4.62,    3.50,    3.52,    3.33,    2.72,    5.29,    3.32,    3.52,    3.48,    3.70,    3.31,    3.43,    3.22,    2.54,    2.90
201210,   -2.87,   -0.88,   -1.26,   -3.62,   -0.68,   -0.59,   -1.04,   -1.32,   -5.01,   -0.90,    0.01,   -1.40,   -1.10,    0.02,   -0.90,   -1.17,   -1.71,   -0.93
201211,   -0.19,    1.14,    0.98,   -0.22,    0.34,    1.47,    0.86,    1.02,   -0.29,   -0.08,   -0.08,    0.78,    1.44,    1.51,    0.82,    0.90,    1.21,    0.84
201212,    2.55,    2.63,    2.63,    2.24,    3.59,    2.64,    2.31,    2.41,    1.59,    3.47,    3.76,    3.42,    2.61,    2.69,    1.61,    3.03,    2.28,    2.53
201301,    8.04,    6.70,    6.68,    8.20,    7.19,    6.36,    6.61,    7.07,    9.10,    6.44,    7.44,    6.93,    6.27,    6.47,    7.21,    6.01,    6.11,    7.99
201302,    0.97,    1.06,    1.48,    0.67,    1.51,    0.64,    1.63,    1.81,    0.27,    1.43,    2.16,    0.82,    0.61,    0.69,    2.35,    0.91,    1.97,    1.66
201303,    3.96,    4.14,    5.40,    4.12,    3.73,    4.51,    4.23,    5.53,    4.17,    4.03,    3.37,    4.12,    4.74,    4.24,    3.30,    5.17,    5.37,    5.69
201304,   -0.42,   -0.16,    0.20,   -0.24,   -1.20,    0.18,   -0.18,    0.80,    0.16,   -1.00,   -1.09,   -1.31,   -0.19,    0.62,    0.48,   -0.84,    0.48,    1.11
201305,    5.38,    4.34,    4.22,    5.37,    4.84,    4.31,    3.95,    4.72,    5.74,    4.67,    5.41,    4.24,    4.61,    3.96,    4.53,    3.36,    4.01,    5.40
201306,   -0.41,   -0.17,   -0.44,   -0.63,    0.45,   -0.25,   -0.64,   -0.38,   -1.20,    0.47,    0.46,    0.45,   -0.56,    0.11,   -0.73,   -0.56,    0.09,   -0.83
201307,    7.45,    6.83,    7.33,    7.75,    6.46,    7.02,    6.71,    7.62,    8.27,    6.83,    6.31,    6.62,    6.95,    7.09,    6.70,    6.72,    7.37,    7.84
201308,   -1.79,   -2.56,   -2.38,   -1.81,   -2.11,   -3.01,   -1.65,   -2.69,   -1.86,   -1.74,   -1.70,   -2.51,   -3.38,   -2.65,   -1.56,   -1.74,   -2.93,   -2.46
201309,    6.21,    5.07,    5.62,    6.57,    4.87,    4.96,    5.70,    5.52,    7.05,    5.74,    4.84,    4.90,    5.01,    4.92,    5.57,    5.84,    5.61,    5.44
201310,    1.16,    3.98,    4.23,    0.77,    2.93,    4.17,    4.51,    4.17,   -0.59,    3.15,    2.63,    3.22,    3.59,    4.76,    4.65,    4.37,    3.82,    4.49
201311,    4.90,    3.61,    4.04,    5.12,    3.85,    3.41,    4.14,    3.94,    5.82,    3.89,    4.06,    3.64,    3.94,    2.87,    4.02,    4.26,    3.59,    4.27
201312,    3.36,    2.01,    2.24,    3.65,    2.03,    1.91,    2.44,    2.18,    4.45,    2.26,    2.22,    1.84,    2.31,    1.51,    2.49,    2.38,    2.33,    2.04
201401,    2.78,   -2.61,   -4.11,    4.31,   -2.46,   -2.62,   -3.75,   -4.23,    7.40,   -1.12,   -3.03,   -1.92,   -2.15,   -3.08,   -3.63,   -3.88,   -3.86,   -4.57
201402,    4.80,    4.02,    4.96,    5.20,    3.75,    3.41,    5.33,    4.74,    5.40,    4.85,    3.31,    4.17,    2.57,    4.26,    5.25,    5.41,    4.76,    4.73
201403,   -0.83,    1.43,    0.93,   -1.33,    1.36,    1.43,    0.84,    1.10,   -2.10,    0.05,    1.04,    1.67,    2.14,    0.71,    1.09,    0.58,    0.83,    1.35
201404,   -5.59,   -2.39,   -1.14,   -6.34,   -2.46,   -2.78,   -1.69,   -0.90,   -7.91,   -3.56,   -2.75,   -2.19,   -2.65,   -2.91,   -1.77,   -1.61,    0.21,   -1.97
201405,   -0.71,    0.73,    0.78,   -0.97,    0.20,    0.77,    1.59,    0.36,   -1.27,   -0.43,    0.26,    0.14,    1.21,    0.31,    1.52,    1.65,    0.76,   -0.03
201406,    5.27,    3.69,    3.26,    5.55,    3.95,    3.55,    3.92,    2.98,    6.53,    3.83,    4.19,    3.71,    3.69,    3.41,    3.98,    3.84,    2.81,    3.14
201407,   -5.51,   -4.22,   -4.02,   -5.76,   -4.29,   -4.76,   -3.10,   -4.48,   -6.90,   -3.90,   -4.53,   -4.03,   -4.96,   -4.54,   -3.05,   -3.14,   -3.91,   -5.00
201408,    4.24,    3.84,    4.73,    4.35,    3.84,    3.88,    4.01,    4.93,    4.53,    4.07,    3.78,    3.91,    4.47,    3.21,    3.63,    4.34,    4.94,    4.91
201409,   -5.44,   -4.13,   -4.24,   -5.71,   -4.22,   -4.38,   -4.02,   -4.14,   -7.05,   -3.53,   -4.37,   -4.05,   -4.50,   -4.25,   -3.58,   -4.43,   -3.48,   -4.74
201410,    1.89,    4.91,    3.40,    1.01,    5.49,    4.89,    3.72,    3.36,    0.04,    2.58,    5.38,    5.61,    4.26,    5.61,    4.00,    3.48,    3.56,    3.17
201411,   -0.82,   -0.19,    1.35,   -0.95,   -0.38,   -0.35,    0.27,    2.08,   -1.27,   -0.44,   -0.31,   -0.45,   -0.30,   -0.42,    0.62,   -0.04,    2.53,    1.66
201412,    2.08,    2.03,    1.36,    2.09,    1.89,    2.39,    1.49,    1.26,    1.72,    2.70,    2.01,    1.77,    2.26,    2.53,    1.46,    1.53,    2.18,    0.42
201501,   -3.14,   -4.19,   -3.62,   -2.98,   -4.37,   -4.06,   -3.50,   -3.63,   -1.89,   -4.78,   -3.75,   -5.02,   -3.96,   -4.16,   -3.38,   -3.62,   -2.18,   -4.98
201502,    7.22,    6.02,    6.26,    7.55,    6.22,    5.45,    6.57,    6.21,    8.12,    6.63,    5.94,    6.53,    5.50,    5.40,    6.81,    6.36,    5.02,    7.33
201503,   -0.57,    0.88,    0.48,   -1.30,    1.74,    0.89,    0.21,    0.74,   -2.58,    0.77,    2.29,    1.17,    0.17,    1.71,    0.47,   -0.02,    0.97,    0.53
201504,    0.38,   -0.10,    0.24,    0.58,   -0.29,    0.32,   -0.45,    0.30,    1.01,   -0.12,   -0.42,   -0.16,    0.24,    0.42,   -1.12,    0.14,    0.11,    0.47
201505,    1.10,    0.70,   -0.23,    1.12,    0.75,    0.62,    0.62,   -0.38,    1.88,   -0.10,    1.02,    0.47,    0.26,    1.03,    1.22,    0.07,   -0.87,    0.07
201506,   -0.40,    0.40,   -0.40,   -0.78,    1.05,    0.02,    0.12,   -0.51,   -1.42,    0.25,    1.03,    1.07,   -0.28,    0.38,    0.44,   -0.18,   -0.27,   -0.74
201507,   -4.18,   -1.58,   -1.63,   -4.87,   -1.78,   -1.08,   -1.84,   -1.77,   -5.26,   -4.10,   -1.68,   -1.88,   -0.99,   -1.17,   -2.36,   -1.32,   -2.31,   -1.22
201508,   -4.20,   -4.03,   -5.48,   -4.49,   -3.63,   -3.71,   -4.93,   -5.63,   -5.22,   -3.06,   -3.15,   -4.11,   -2.91,   -4.59,   -4.70,   -5.16,   -5.10,   -6.16
201509,   -6.84,   -3.73,   -5.25,   -7.73,   -3.64,   -3.36,   -5.17,   -5.11,   -9.60,   -4.09,   -3.64,   -3.64,   -3.22,   -3.52,   -4.81,   -5.53,   -4.06,   -6.18
201510,    4.47,    5.84,    6.02,    4.19,    5.46,    5.84,    6.13,    6.09,    3.48,    5.60,    5.43,    5.49,    5.52,    6.18,    6.39,    5.87,    6.77,    5.40
201511,    3.99,    2.18,    0.09,    4.58,    2.68,    2.35,   -0.03,   -0.01,    5.87,    2.03,    1.89,    3.51,    2.68,    1.98,   -0.33,    0.28,    0.33,   -0.35
201512,   -5.02,   -4.11,   -4.83,   -5.34,   -3.96,   -3.58,   -4.95,   -5.07,   -6.64,   -2.73,   -3.91,   -4.02,   -4.01,   -3.11,   -5.59,   -4.32,   -4.38,   -5.78
201601,  -11.29,   -6.54,   -8.16,  -12.74,   -6.59,   -5.68,   -7.83,   -8.37,  -15.26,   -7.72,   -6.17,   -7.02,   -5.86,   -5.49,   -7.93,   -7.73,   -8.29,   -8.46
201602,   -0.76,    0.95,    2.22,   -1.03,    0.83,    0.80,    1.73,    1.86,   -1.50,   -0.10,    0.22,    1.46,    0.45,    1.18,    0.50,    2.97,    1.28,    2.45
201603,    7.47,    8.38,    9.19,    7.44,    7.93,    7.55,    9.69,    9.33,    8.09,    6.16,    7.56,    8.32,    8.03,    7.04,   10.49,    8.90,    9.54,    9.11
201604,    4.37,    3.63,    2.43,    4.54,    4.62,    2.52,    2.75,    2.60,    5.09,    3.46,    3.75,    5.52,    2.93,    2.08,    3.42,    2.09,    3.06,    2.13
201605,    0.79,    0.42,    0.49,    0.95,    0.35,    0.49,    0.39,    0.45,    1.45,   -0.05,    0.24,    0.45,    1.12,   -0.18,    0.21,    0.57,    0.53,    0.36
201606,   -0.30,   -0.34,   -0.10,   -0.41,    0.11,   -0.44,   -0.62,    0.09,   -0.89,    0.53,    0.11,    0.11,   -1.09,    0.26,   -0.76,   -0.47,   -0.27,    0.45
201607,    6.32,    4.82,    5.74,    6.73,    4.68,    5.00,    4.98,    6.09,    7.05,    6.09,    4.91,    4.45,    5.21,    4.77,    4.94,    5.01,    5.53,    6.71
201608,    2.71,    1.50,    1.40,    2.79,    1.96,    1.44,    1.92,    1.08,    2.24,    3.93,    2.45,    1.45,    1.31,    1.58,    1.76,    2.07,    0.87,    1.32
201609,    3.92,    1.22,   -0.11,    4.61,    1.43,    1.48,    0.10,   -0.07,    5.19,    3.41,    1.53,    1.33,    2.07,    0.81,    0.39,   -0.18,   -0.38,    0.28
201610,   -7.92,   -2.47,   -3.77,   -9.23,   -2.57,   -2.74,   -3.37,   -3.75,  -12.16,   -3.28,   -3.36,   -1.77,   -2.65,   -2.83,   -2.90,   -3.83,   -3.61,   -3.90
201611,    7.87,   11.19,    9.11,    7.01,   11.46,   10.98,    9.08,    9.65,    6.03,    9.01,   10.80,   12.14,   11.69,   10.19,   10.19,    7.99,   10.80,    8.39
201612,    0.46,    4.48,    2.30,   -0.57,    4.63,    4.24,    3.33,    2.00,   -2.31,    2.94,    3.96,    5.30,    4.98,    3.42,    3.76,    2.92,    3.00,    0.89
201701,    2.75,    0.25,    0.87,    3.49,    0.31,   -0.49,    1.39,    0.84,    4.73,    0.98,    0.21,    0.42,   -0.66,   -0.30,    1.86,    0.93,    0.99,    0.67
201702,    2.32,    1.54,    1.96,    2.58,    1.31,    1.93,    1.33,    2.17,    3.86,   -0.04,    1.43,    1.18,    1.55,    2.34,    1.11,    1.55,    2.37,    1.94
201703,    1.41,   -0.06,    0.12,    1.69,    0.45,   -0.15,    0.02,   -0.12,    2.26,    0.54,    0.47,    0.44,   -0.03,   -0.29,   -0.60,    0.63,    0.82,   -1.16
201704,   -0.62,    1.32,    1.78,   -1.01,    1.19,    1.00,    1.37,    2.07,   -1.97,    0.96,    0.70,    1.71,    0.94,    1.06,    1.54,    1.20,    2.58,    1.50
201705,   -2.94,   -1.24,   -0.79,   -3.62,   -1.14,   -1.18,   -0.56,   -1.00,   -4.83,   -1.13,   -0.66,   -1.65,   -1.23,   -1.11,   -0.75,   -0.37,   -0.80,   -1.21
201706,    5.16,    3.10,    1.65,    5.87,    2.90,    3.25,    2.45,    1.45,    7.41,    2.71,    2.79,    3.02,    3.24,    3.26,    2.83,    2.07,    1.69,    1.20
201707,   -0.71,    0.61,    0.22,   -1.22,    0.69,    0.53,    0.73,    0.15,   -2.18,    0.98,    0.91,    0.46,    0.35,    0.74,    1.10,    0.36,   -0.62,    1.04
201708,   -1.62,   -1.75,   -1.76,   -1.59,   -1.92,   -1.72,   -1.65,   -1.59,   -1.63,   -1.51,   -1.71,   -2.14,   -1.63,   -1.83,   -1.19,   -2.12,   -1.22,   -2.01
201709,    9.10,    6.20,    4.81,    9.75,    6.42,    6.77,    4.96,    4.92,   11.35,    6.12,    7.03,    5.78,    6.88,    6.63,    5.34,    4.58,    5.33,    4.44
201710,   -0.33,    1.37,    0.67,   -0.91,    1.42,    1.39,    1.16,    0.55,   -1.56,    0.56,    1.53,    1.31,    1.29,    1.52,    1.41,    0.91,    1.23,   -0.24
201711,    2.75,    3.24,    5.29,    2.98,    2.26,    3.89,    3.69,    5.59,    3.45,    1.89,    2.02,    2.50,    3.96,    3.81,    2.72,    4.67,    5.73,    5.43
201712,    1.89,   -0.54,    1.56,    2.20,   -0.15,   -0.25,    0.63,    1.63,    2.34,    1.87,    0.89,   -1.23,   -0.88,    0.50,   -0.15,    1.41,    1.45,    1.84
201801,    3.28,    2.45,    3.05,    3.53,    2.13,    2.74,    3.62,    2.37,    4.15,    2.12,    2.48,    1.77,    2.91,    2.53,    2.84,    4.39,    3.07,    1.55
201802,   -4.10,   -3.70,   -4.05,   -4.16,   -3.32,   -4.21,   -4.27,   -3.84,   -4.66,   -3.01,   -3.94,   -2.68,   -4.17,   -4.26,   -4.07,   -4.47,   -4.12,   -3.53
201803,    0.50,    1.44,    0.64,    0.21,    1.93,    1.34,    0.20,    0.76,   -0.55,    1.94,    1.43,    2.45,    1.48,    1.17,    0.02,    0.38,    0.32,    1.28
201804,    1.15,    0.50,   -0.27,    0.97,    1.26,    0.48,    0.24,   -0.58,    0.37,    2.33,    1.75,    0.75,    0.71,    0.19,    0.14,    0.33,   -1.03,   -0.06
201805,    5.62,    4.87,    3.30,    6.03,    4.79,    4.74,    4.30,    2.88,    6.48,    5.02,    4.29,    5.30,    4.86,    4.60,    4.49,    4.12,    3.29,    2.39
201806,   -0.20,    0.86,    2.31,   -0.53,    0.63,    1.17,    1.46,    2.43,   -1.27,    1.14,    0.87,    0.38,    1.13,    1.21,    0.83,    2.07,    2.69,    2.11
201807,   -0.86,    2.00,    2.15,   -1.45,    1.64,    2.17,    1.86,    2.27,   -2.38,    1.17,    1.39,    1.88,    2.55,    1.67,    1.78,    1.95,    2.93,    1.59
201808,    3.56,    3.12,    2.97,    4.03,    2.60,    3.28,    2.38,    3.25,    4.34,    3.15,    1.77,    3.39,    2.96,    3.69,    2.31,    2.45,    3.18,    3.33
201809,   -1.82,   -2.26,   -1.15,   -1.75,   -2.66,   -1.89,   -1.63,   -0.97,   -1.45,   -2.58,   -2.09,   -3.20,   -1.92,   -1.85,   -1.76,   -1.50,   -1.28,   -0.65
201810,  -11.62,   -8.60,   -9.85,  -12.24,   -8.95,   -8.88,   -8.25,  -10.44,  -13.31,   -9.25,   -9.18,   -8.72,   -8.01,  -10.03,   -7.73,   -8.77,  -10.95,   -9.92
201811,   -1.43,    1.34,    0.79,   -1.98,    1.11,    1.22,    1.20,    0.69,   -2.20,   -1.39,    0.72,    1.46,    0.64,    1.98,    1.44,    0.97,    1.10,    0.27
201812,  -14.55,  -11.20,  -11.59,  -15.40,  -11.19,  -11.03,  -11.65,  -11.60,  -17.07,  -10.75,  -11.27,  -11.12,  -10.88,  -11.23,  -11.75,  -11.56,  -10.90,  -12.32
201901,   16.65,   10.20,   12.28,   18.30,    9.98,   10.31,   11.50,   12.29,   20.42,   12.46,   10.28,    9.69,    9.04,   11.95,   10.72,   12.27,   11.32,   13.30
201902,    5.15,    5.05,    5.18,    5.35,    4.34,    5.48,    4.88,    5.48,    6.04,    3.46,    4.39,    4.28,    6.42,    4.26,    5.14,    4.62,    4.53,    6.45
201903,   -0.23,   -2.64,   -1.95,    0.31,   -2.28,   -3.24,   -1.57,   -2.24,    1.22,   -2.23,   -2.31,   -2.25,   -3.46,   -2.94,   -1.71,   -1.43,   -2.19,   -2.29
201904,    1.49,    4.30,    3.34,    0.89,    4.23,    4.15,    3.66,    3.45,    0.20,    2.80,    3.80,    4.63,    3.96,    4.39,    4.19,    3.14,    4.01,    2.87
201905,   -8.17,   -8.03,   -9.24,   -8.23,   -7.69,   -7.87,   -9.57,   -8.93,   -8.38,   -7.79,   -7.95,   -7.44,   -7.29,   -8.62,   -9.32,   -9.80,   -8.96,   -8.90
201906,    4.13,    7.34,    7.63,    3.73,    5.87,    7.30,    8.64,    7.49,    3.31,    4.87,    5.71,    6.02,    7.34,    7.24,    9.42,    7.88,    6.81,    8.20
201907,   -1.63,    0.08,   -0.08,   -2.37,    0.84,   -0.21,    0.56,   -0.55,   -3.46,    0.60,    1.22,    0.43,    0.25,   -0.90,    0.27,    0.86,   -1.51,    0.52
201908,   -5.78,   -4.91,   -6.05,   -5.78,   -5.56,   -4.13,   -6.01,   -6.22,   -5.95,   -5.29,   -5.81,   -5.28,   -4.57,   -3.46,   -6.31,   -5.70,   -6.54,   -5.88
201909,    0.18,    4.67,    4.15,   -0.90,    4.69,    4.78,    3.70,    4.44,   -2.31,    2.92,    4.36,    5.04,    4.67,    4.94,    3.83,    3.56,    5.90,    2.83
201910,   -0.33,    1.12,    0.58,   -0.63,    0.79,    1.31,    0.79,    0.67,   -1.07,    0.58,    0.82,    0.76,    1.29,    1.34,    1.16,    0.40,    1.88,   -0.68
201911,    4.43,    3.10,    3.77,    4.65,    3.48,    2.64,    3.72,    3.83,    5.10,    3.44,    3.57,    3.38,    2.87,    2.30,    3.81,    3.63,    4.23,    3.39
201912,    6.45,    3.82,    3.44,    7.02,    4.01,    3.92,    3.35,    3.63,    8.17,    3.87,    4.23,    3.78,    3.98,    3.82,    3.64,    3.05,    3.65,    3.60
202001,    0.93,   -4.57,   -4.64,    2.05,   -3.95,   -4.39,   -4.48,   -5.12,    3.84,   -2.81,   -3.49,   -4.43,   -4.11,   -4.81,   -5.25,   -3.67,   -5.55,   -4.64
202002,   -5.83,   -8.96,   -9.80,   -5.10,   -8.79,   -9.09,   -8.97,  -10.12,   -3.80,   -8.63,   -8.70,   -8.88,   -9.05,   -9.15,   -8.78,   -9.17,  -10.40,   -9.81
202003,  -20.90,  -23.21,  -25.23,  -20.38,  -22.80,  -23.57,  -23.88,  -25.51,  -19.31,  -23.34,  -22.93,  -22.68,  -21.99,  -25.93,  -23.14,  -24.65,  -24.85,  -26.25
202004,   20.07,   16.21,   21.49,   21.40,   14.57,   16.63,   18.61,   22.68,   22.86,   17.40,   14.86,   14.26,   15.30,   18.61,   18.16,   19.08,   22.76,   22.59
202005,    9.79,    3.94,    7.14,   11.54,    2.89,    4.84,    5.94,    6.49,   13.72,    5.52,    3.05,    2.71,    4.15,    5.86,    3.54,    8.46,    6.37,    6.63
202006,    8.67,    3.05,    4.59,    9.79,    3.62,    2.42,    4.96,    4.42,   11.76,    4.35,    4.36,    2.82,    1.61,    3.63,    4.99,    4.94,    2.90,    6.15
202007,    5.83,    1.58,    3.30,    6.81,    1.30,    1.98,    2.45,    3.48,    7.74,    4.22,    1.91,    0.61,    0.88,    3.22,    1.99,    2.94,    3.95,    2.97
202008,    3.10,    5.27,    7.30,    2.88,    4.39,    5.27,    6.53,    7.32,    2.52,    3.90,    3.96,    4.87,    5.06,    5.50,    5.84,    7.26,    7.25,    7.39
202009,   -1.89,   -4.19,   -2.65,   -1.17,   -4.89,   -4.20,   -2.14,   -3.40,   -0.70,   -2.46,   -4.84,   -4.95,   -4.50,   -3.85,   -3.05,   -1.18,   -2.57,   -4.31
202010,    0.46,    4.03,    0.31,   -0.41,    4.36,    3.91,    2.26,   -0.16,   -1.32,    2.10,    3.95,    4.82,    4.35,    3.42,    3.20,    1.26,   -0.05,   -0.28
202011,   21.95,   18.17,   19.40,   22.48,   18.89,   18.15,   18.77,   19.69,   23.54,   19.53,   19.84,   17.83,   17.18,   19.24,   18.72,   18.83,   19.47,   19.93
202012,   10.63,    7.51,    7.08,   11.33,    7.65,    7.24,    7.23,    7.56,   11.95,    9.62,    7.84,    7.44,    7.45,    7.01,    8.28,    6.12,    6.49,    8.74
202101,   16.59,    6.01,    3.27,   19.74,    3.50,    5.95,    7.70,    2.70,   22.68,   11.57,    4.08,    2.86,    5.51,    6.45,   10.76,    4.43,    2.92,    2.45
202102,    9.21,    9.37,    8.95,    8.81,    9.72,    9.58,   10.08,    8.40,    8.09,   10.81,   10.81,    8.53,    9.98,    9.12,   10.10,   10.05,    8.81,    7.95
202103,   -0.41,    6.19,    5.00,   -1.89,    6.02,    6.24,    5.00,    5.21,   -3.25,    1.91,    5.45,    6.64,    5.92,    6.60,    5.40,    4.57,    4.89,    5.57
202104,   -0.83,    4.25,    4.09,   -1.65,    2.84,    3.13,    5.75,    4.72,   -3.12,    2.47,    2.44,    3.27,    2.98,    3.31,    8.47,    2.83,    4.09,    5.41
202105,    0.55,    3.31,    3.31,   -0.28,    3.39,    4.06,    2.45,    3.53,   -1.60,    3.40,    3.84,    2.90,    3.66,    4.50,    2.05,    2.89,    4.04,    2.96
202106,    4.83,   -0.22,    0.70,    5.99,   -0.58,    0.47,    0.12,    0.85,    7.59,    1.47,    0.20,   -1.42,    0.46,    0.48,   -0.14,    0.40,    1.19,    0.48
202107,   -7.40,   -0.21,    0.00,   -8.46,   -1.58,    0.20,   -0.26,   -0.03,  -10.67,   -2.68,   -2.53,   -0.71,    0.33,    0.05,   -0.53,    0.09,    0.53,   -0.63
202108,    2.71,    2.41,    1.59,    3.04,    1.93,    2.01,    2.48,    1.52,    3.44,    2.02,    1.18,    2.62,    2.13,    1.86,    3.07,    1.74,    1.54,    1.50
202109,   -3.08,   -2.08,   -4.25,   -3.46,   -1.39,   -2.32,   -3.23,   -4.24,   -3.98,   -2.08,   -1.38,   -1.39,   -2.56,   -2.02,   -2.41,   -4.27,   -4.27,   -4.22
202110,    0.17,    4.70,    4.30,   -0.42,    3.42,    4.61,    5.91,    3.63,   -1.98,    3.67,    2.90,    3.90,    4.42,    4.85,    6.01,    5.79,    4.50,    2.70
202111,   -8.99,   -1.82,   -1.95,   -9.94,   -3.87,   -1.39,   -1.39,   -1.94,  -10.78,   -7.74,   -4.57,   -3.23,   -1.54,   -1.20,   -0.93,   -1.98,   -1.98,   -1.88
202112,   -3.74,    4.70,    4.31,   -5.43,    4.25,    4.89,    4.87,    3.91,   -7.73,    0.60,    4.06,    4.41,    4.85,    4.94,    4.63,    5.19,    3.36,    4.51
202201,  -11.07,   -4.56,   -7.18,  -12.64,   -3.59,   -4.52,   -6.19,   -7.68,  -14.39,   -8.01,   -3.87,   -3.33,   -3.82,   -5.41,   -6.28,   -6.07,   -7.22,   -8.18
202202,   -1.19,    0.48,    0.14,   -1.81,    1.40,    0.48,    0.24,   -0.27,   -3.07,    1.55,    1.70,    1.13,    1.61,   -0.97,   -0.40,    1.07,    0.75,   -1.38
202203,    4.41,    0.13,    0.17,    4.92,    0.91,    0.22,    0.67,   -0.29,    5.97,    2.13,    2.06,   -0.14,   -0.32,    0.92,    0.27,    1.19,   -0.12,   -0.47
202204,  -15.61,   -6.66,   -7.17,  -17.34,   -6.97,   -6.66,   -6.71,   -7.53,  -19.61,  -11.33,   -7.57,   -6.42,   -7.07,   -6.14,   -6.99,   -6.34,   -7.67,   -7.38
202205,   -4.87,    1.92,    1.15,   -6.09,    1.63,    1.80,    1.20,    1.37,   -7.88,   -1.33,    0.82,    2.37,    1.57,    2.10,    1.62,    0.67,    1.19,    1.57
202206,   -5.82,   -7.38,   -8.20,   -5.22,   -7.77,   -7.08,   -8.20,   -8.42,   -3.73,   -9.18,   -8.60,   -7.02,   -7.72,   -6.25,   -8.58,   -7.72,   -7.58,   -9.35
